"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"477A-10","USD","477A-10-1","Sacomã","1","73108"
"477P-10","USD","477P-10-0","Rio Pequeno","0","63012"
"477P-10","USD","477P-10-1","Ipiranga","1","82558"
"477U-10","US_","477U-10-0","Metrô Vl. Mariana","0","79094"
"477U-10","US_","477U-10-1","Heliópolis","1","79095"
"478P-10","USD","478P-10-0","Vl. Romana","0","80048"
"478P-10","USD","478P-10-1","Sacomã","1","79295"
"5010-10","USD","5010-10-0","Sto. Amaro","0","81432"
"5010-10","USD","5010-10-1","Jabaquara","1","81421"
"5011-10","USD","5011-10-0","Sto. Amaro","0","58929"
"5011-10","USD","5011-10-1","Eldorado","1","58930"
"5012-10","USD","5012-10-0","Jabaquara","0","80763"
"5012-10","USD","5012-10-1","Vl. Guacuri","1","80764"
"5013-10","USD","5013-10-0","Sto. Amaro","0","71794"
"5013-10","USD","5013-10-1","Jd. Luso","1","71781"
"5013-31","U__","5013-31-0","Sto. Amaro","0","68056"
"5013-31","U__","5013-31-1","Jd. Miriam","1","68057"
"5015-10","USD","5015-10-0","Metrô Jabaquara","0","54532"
"5015-10","USD","5015-10-1","Jd. São Jorge","1","54533"
"5018-10","USD","5018-10-0","Jabaquara","0","64229"
"5018-10","USD","5018-10-1","Shop. Interlagos","1","64230"
"5018-31","USD","5018-31-0","Jabaquara","0","63129"
"5018-31","USD","5018-31-1","Shop. Interlagos","1","51956"
"5020-10","USD","5020-10-0","Term. Sacomã","0","79092"
"5020-10","USD","5020-10-1","Hosp. Heliópolis","1","79093"
"5021-10","USD","5021-10-0","Term. Sacomã","0","71229"
"5021-10","USD","5021-10-1","Água Funda","1","71230"
"5022-10","USD","5022-10-0","Jabaquara","0","56080"
"5022-10","USD","5022-10-1","Vl. Sta. Margarida","1","56081"
"5024-10","USD","5024-10-0","Sto. Amaro","0","51542"
"5024-10","USD","5024-10-1","Missionária","1","63130"
"5024-31","USD","5024-31-0","Sto. Amaro","0","51657"
"5024-31","USD","5024-31-1","Missionária","1","63131"
"5025-10","USD","5025-10-0","Metrô Tamanduateí","0","79666"
"5025-10","USD","5025-10-1","Jd. Guairacá","1","72017"
"5026-10","USD","5026-10-0","Jd. São Roberto","0","78871"
"5028-10","USD","5028-10-0","Metrô Alto Do Ipiranga","0","78786"
"5029-10","USD","5029-10-0","Term. Sacomã","0","81684"
"5029-10","USD","5029-10-1","Jd. Patente","1","81685"
"502J-10","US_","502J-10-0","Metrô Sta. Cruz","0","72278"
"502J-10","US_","502J-10-1","Est. Autódromo","1","64994"
"502J-21","US_","502J-21-1","Est. Autódromo","1","59756"
"502J-22","U__","502J-22-0","Vl. Joaniza","0","72968"
"5030-10","USD","5030-10-0","Term. Sacomã","0","81005"
"5030-10","USD","5030-10-1","Jd. Maria Estela","1","81006"
"5031-10","USD","5031-10-0","Term. Sacomã","0","81379"
"5031-10","USD","5031-10-1","Vl. Arapuá","1","81380"
"5031-21","U__","5031-21-0","Term. Sacomã","0","68308"
"5031-21","U__","5031-21-1","Vl. Cde. Do Pinhal","1","68407"
"5032-10","USD","5032-10-0","Term. Sacomã","0","81381"
"5032-10","USD","5032-10-1","Vl. Arapuá","1","81382"
"5033-10","US_","5033-10-0","Term. Sacomã","0","58066"
"5033-10","US_","5033-10-1","Vl. Brasilina","1","58067"
"5034-10","USD","5034-10-0","Term. Sacomã","0","80049"
"5034-10","USD","5034-10-1","Vl. Liviero","1","71169"
"5034-31","USD","5034-31-0","Vl. Liviero","0","80053"
"5035-10","USD","5035-10-0","Term. Sacomã","0","81682"
"5035-10","USD","5035-10-1","Vl. Arapuá","1","81683"
"5036-10","USD","5036-10-0","Term. Sacomã","0","80359"
"5036-10","USD","5036-10-1","Jd. Celeste","1","80360"
"5038-10","USD","5038-10-0","Term. Sacomã","0","80050"
"5038-10","USD","5038-10-1","Pq. Bristol","1","79179"
"507T-10","USD","507T-10-0","Metrô Carrão","0","79791"
"507T-10","USD","507T-10-1","Term. Sapopemba","1","79792"
"508L-10","USD","508L-10-0","Aclimação","0","79255"
"5091-10","USD","5091-10-0","Metrô São Judas","0","70385"
"509J-10","US_","509J-10-0","Pq. Ibirapuera","0","64846"
"509J-10","US_","509J-10-1","Jd. Selma","1","63132"
"509M-10","USD","509M-10-0","Term. Princ. Isabel","0","58121"
"509M-10","USD","509M-10-1","Jd. Miriam","1","71820"
"5100-10","U__","5100-10-0","Term. Pq. D. Pedro Ii","0","58893"
"5100-10","U__","5100-10-1","Term. Pinheiros","1","58894"
"5103-10","USD","5103-10-0","Moema","0","58051"
"5105-10","USD","5105-10-0","Term. Mercado","0","72158"
"5105-10","USD","5105-10-1","Term. Sacomã","1","64635"
"5106-10","USD","5106-10-0","Lgo. São Francisco","0","70689"
"5106-10","USD","5106-10-1","Jd. Selma","1","71821"
"5106-21","USD","5106-21-0","Term. áGua Espraiada","0","70325"
"5106-21","USD","5106-21-1","Jd. Selma","1","71822"
"5106-31","US_","5106-31-0","Metrô Ana Rosa","0","71415"
"5106-31","US_","5106-31-1","Jd. Selma","1","71416"
"5107-10","USD","5107-10-0","Pça. Do Correio","0","71237"
"5107-10","USD","5107-10-1","Term. Sacomã","1","71238"
"5108-10","USD","5108-10-0","Term. Pq. D. Pedro Ii","0","79749"
"5108-10","USD","5108-10-1","Jd. Celeste","1","79750"
"5109-10","US_","5109-10-0","Term. Mercado","0","69298"
"5109-10","US_","5109-10-1","Term. Vl. Prudente","1","69299"
"5110-10","USD","5110-10-0","Term. Mercado","0","82502"
"5110-10","USD","5110-10-1","Term. São Mateus","1","82503"
"5110-21","U__","5110-21-0","Term. Mercado","0","82602"
"5110-24","U__","5110-24-0","Term. Vl. Prudente","0","81325"
"5110-24","U__","5110-24-1","São Mateus","1","81326"
"5110-41","U__","5110-41-0","Metrô Tamanduateí","0","69291"
"5110-41","U__","5110-41-1","São Mateus","1","82585"
"5111-10","USD","5111-10-0","Term. Pq. D. Pedro Ii","0","81199"
"5111-10","USD","5111-10-1","Term. Sto. Amaro","1","82331"
"5119-10","USD","5119-10-0","Lgo. São Francisco","0","78465"
"5119-10","USD","5119-10-1","Term. Capelinha","1","78474"
"5119-22","U__","5119-22-0","Lgo. São Francisco","0","78466"
"5119-22","U__","5119-22-1","Term. João Dias","1","78485"
"5119-23","U__","5119-23-0","Instituto Lucy Montoro","0","62494"
"5123-10","USD","5123-10-0","Hosp. São Paulo","0","82487"
"5123-10","USD","5123-10-1","Jd. Miriam","1","82488"
"5127-10","USD","5127-10-0","Est. Jurubatuba","0","57545"
"5127-10","USD","5127-10-1","Vl. Guacuri","1","63133"
"5128-10","USD","5128-10-0","Metrô Conceição","0","62968"
"5128-10","USD","5128-10-1","Jd. Apurá","1","62969"
"5129-10","USD","5129-10-0","Term. Guarapiranga","0","80849"
"5129-10","USD","5129-10-1","Jd. Miriam","1","80850"
"5129-41","USD","5129-41-0","Sto. Amaro","0","80857"
"5129-41","USD","5129-41-1","Jd. Miriam","1","80870"
"5131-10","US_","5131-10-0","Pq. D. Pedro Ii","0","69081"
"5131-10","US_","5131-10-1","Cid. Ademar","1","82327"
"513C-10","USD","513C-10-0","São Mateus","0","82071"
"513C-10","USD","513C-10-1","Vl. Califórnia","1","82072"
"513C-31","USD","513C-31-0","E.t. Itaquera","0","82074"
"513C-31","USD","513C-31-1","Vl. Califórnia","1","82075"
"513L-10","USD","513L-10-0","Pq. Belém","0","81358"
"513L-10","USD","513L-10-1","Term. Sacomã","1","81359"
"5141-10","USD","5141-10-0","Pça. Do Correio","0","70796"
"5141-10","USD","5141-10-1","Term. Sapopemba","1","81892"
"5142-10","USD","5142-10-0","Term. Pq. D. Pedro Ii","0","70903"
"5142-10","USD","5142-10-1","Term. Sapopemba","1","82587"
"5143-10","US_","5143-10-0","Term. Pq. D. Pedro Ii","0","82589"
"5143-10","US_","5143-10-1","Term. Sapopemba","1","82590"
"5144-10","USD","5144-10-0","Term. Princ. Isabel","0","70803"
"5144-10","USD","5144-10-1","Term. Sapopemba","1","81910"
"5145-10","USD","5145-10-0","Pça. Almeida Jr.","0","70805"
"5145-10","USD","5145-10-1","Term. Sapopemba","1","82505"
"514T-10","USD","514T-10-0","Conj. Hab. Teotônio Vilela","0","82281"
"514T-10","USD","514T-10-1","Term. Sacomã","1","82282"
"5154-10","USD","5154-10-0","Term. Princ. Isabel","0","81214"
"5154-10","USD","5154-10-1","Term. Sto. Amaro","1","81215"
"5164-10","USD","5164-10-0","Pq. Ibirapuera","0","72659"
"5164-21","USD","5164-21-0","Pq. Ibirapuera","0","70390"
"5164-41","USD","5164-41-0","Metrô Conceição","0","70829"
"516N-10","USD","516N-10-0","Pça. D. Gastão","0","69085"
"5175-10","USD","5175-10-0","Pça. Da Sé","0","70691"
"5175-10","USD","5175-10-1","Baln. São Francisco","1","80168"
"5178-10","USD","5178-10-0","Pça. João Mendes","0","69104"
"5178-10","USD","5178-10-1","Jd. Miriam","1","80169"
"517J-10","USD","517J-10-0","Term. áGua Espraiada","0","70315"
"517J-10","USD","517J-10-1","Jd. Selma","1","70316"
"5185-10","USD","5185-10-0","Term. Pq. D. Pedro Ii","0","68254"
"5185-10","USD","5185-10-1","Term. Guarapiranga","1","68421"
"5194-10","U__","5194-10-0","Pq. Ibirapuera","0","80173"
"519M-10","US_","519M-10-0","Museu Do Ipiranga","0","82064"
"519M-10","US_","519M-10-1","São Mateus","1","82065"
"524L-10","USD","524L-10-0","Metrô Tatuapé","0","81546"
"524L-10","USD","524L-10-1","Pq. São Lucas","1","82298"
"524M-10","USD","524M-10-0","Shop. Aricanduva","0","72027"
"524M-10","USD","524M-10-1","Mascarenhas De Morais","1","72028"
"527R-10","USD","527R-10-0","Term. Sto. Amaro","0","71133"
"527R-10","USD","527R-10-1","Vl. Império","1","71134"
"5290-10","USD","5290-10-0","Term. Pq. D. Pedro Ii","0","80615"
"5290-10","USD","5290-10-1","Div. Diadema","1","78055"
"5300-10","USD","5300-10-0","Term. Pq. D. Pedro Ii","0","81220"
"5300-10","USD","5300-10-1","Term. Sto. Amaro","1","81221"
"5317-10","US_","5317-10-0","Pça. Do Correio","0","72306"
"5317-10","US_","5317-10-1","Sesc/orion","1","72307"
"5318-10","USD","5318-10-0","Pça. Da Sé","0","80162"
"5318-10","USD","5318-10-1","Chác. Santana","1","72087"
"5362-10","USD","5362-10-0","Pça. Da Sé","0","71778"
"5362-10","USD","5362-10-1","Pq. Res. Cocaia","1","71784"
"5362-21","U__","5362-21-0","Pça. Da Sé","0","57081"
"5362-22","U__","5362-22-0","Pça. Da Sé","0","56696"
"5362-23","U__","5362-23-0","Vicente Rao","0","70358"
"5362-41","U__","5362-41-1","Pq. Res. Cocaia","1","70363"
"5370-10","USD","5370-10-0","Lgo. São Francisco","0","64832"
"5370-10","USD","5370-10-1","Term. Varginha","1","64833"
"5370-21","U__","5370-21-0","Pq. Ibirapuera","0","62694"
"5370-21","U__","5370-21-1","Term. Varginha","1","70366"
"5391-10","USD","5391-10-0","Lgo. São Francisco","0","80150"
"5391-10","USD","5391-10-1","Jd. âNgela","1","60422"
"5391-21","U__","5391-21-0","Lgo. São Francisco","0","80151"
"5391-22","U__","5391-22-0","Jd. âNgela","0","60421"
"546A-10","USD","546A-10-0","Sto. Amaro","0","53169"
"546A-10","USD","546A-10-1","Jd. Apurá","1","63752"
"546A-31","USD","546A-31-0","Sto. Amaro","0","81815"
"546A-31","USD","546A-31-1","Jd. Apurá","1","81816"
"546J-10","USD","546J-10-0","Sto. Amaro","0","53303"
"546J-10","USD","546J-10-1","Jd. Selma","1","63136"
"546J-31","US_","546J-31-0","Sto. Amaro","0","65175"
"546J-31","US_","546J-31-1","Jd. Selma","1","65176"
"546L-10","USD","546L-10-0","Term. Sto. Amaro","0","81161"
"546L-10","USD","546L-10-1","Jd. Luso","1","81162"
"546T-10","USD","546T-10-0","Term. Sto. Amaro","0","80054"
"546T-10","USD","546T-10-1","Vl. Guacuri","1","80055"
"5611-10","USD","5611-10-0","Pça. João Mendes","0","71834"
"5611-10","USD","5611-10-1","Eldorado","1","80170"
"5614-10","U__","5614-10-0","Pça. João Mendes","0","63918"
"5614-10","U__","5614-10-1","Eldorado","1","80171"
"5630-10","USD","5630-10-0","Metrô Brás","0","71787"
"5630-10","USD","5630-10-1","Term. Grajaú","1","80181"
"5630-21","U__","5630-21-0","Lgo. São Francisco","0","72308"
"5630-21","U__","5630-21-1","Cid. Dutra","1","80182"
"5632-10","US_","5632-10-0","Lgo. São Francisco","0","71795"
"5632-10","US_","5632-10-1","Vl. São José","1","71796"
"5632-21","U__","5632-21-0","Lgo. São Francisco","0","56701"
"5632-51","U__","5632-51-0","Lgo. São Francisco","0","56702"
"5652-10","U__","5652-10-0","Pça. Da Sé","0","54775"
"5652-10","U__","5652-10-1","Jd. Iv Centenário","1","80172"
"5701-10","USD","5701-10-0","Term. áGua Espraiada","0","81533"
"5701-10","USD","5701-10-1","Metrô Conceição","1","81534"
"5702-10","USD","5702-10-0","Metrô Jabaquara","0","53427"
"5702-10","USD","5702-10-1","Refúgio Sta. Terezinha","1","71962"
"5705-10","USD","5705-10-0","Metrô Vergueiro","0","57979"
"5705-10","USD","5705-10-1","Term. Sacomã","1","57980"
"573A-10","USD","573A-10-0","Vl. Alpina","0","80099"
"573H-10","USD","573H-10-0","Metrô Bresser","0","80012"
"573H-10","USD","573H-10-1","Hosp. Sapopemba","1","81895"
"573T-10","USD","573T-10-0","Metrô Carrão","0","80449"
"573T-10","USD","573T-10-1","Term. Sapopemba","1","79903"
"573T-31","U__","573T-31-0","Metrô Carrão","0","79904"
"573T-31","U__","573T-31-1","Term. Sapopemba","1","79905"
"574A-10","U__","574A-10-0","Lgo. Cambuci","0","72887"
"574A-10","U__","574A-10-1","Americanópolis","1","78237"
"574C-10","USD","574C-10-0","Div. De São Caetano","0","59563"
"574C-10","USD","574C-10-1","São Mateus","1","59496"
"574J-10","USD","574J-10-0","Term. Vl. Carrão","0","82511"
"574J-10","USD","574J-10-1","Metrô Conceição","1","82604"
"574R-10","USD","574R-10-0","Metrô Belém","0","70917"
"574R-10","USD","574R-10-1","Term. Sapopemba","1","81911"
"574W-10","USD","574W-10-0","Metrô Belém","0","79751"
"574W-10","USD","574W-10-1","Jd. Walkiria","1","82115"
"5752-10","USD","5752-10-0","Metrô Conceição","0","72969"
"5752-10","USD","5752-10-1","Vl. Missionária","1","72970"
"5757-10","USD","5757-10-0","Metrô Conceição","0","70407"
"5757-10","USD","5757-10-1","Cid. Júlia","1","70408"
"5757-51","USD","5757-51-0","Metrô Conceição","0","73102"
"5757-51","USD","5757-51-1","Pedreira","1","81741"
"5759-10","USD","5759-10-0","Metrô Conceição","0","70411"
"5759-10","USD","5759-10-1","Pq. Primavera","1","70412"
"5759-31","USD","5759-31-0","Metrô Conceição","0","70413"
"5759-31","USD","5759-31-1","Pq. Primavera","1","70414"
"575A-10","USD","575A-10-0","Shop. Metrô Tatuapé","0","53788"
"575A-10","USD","575A-10-1","Div. São Caetano","1","69833"
"575C-10","USD","575C-10-0","Vl Matias","0","82588"
"575C-10","USD","575C-10-1","Ipiranga","1","72149"
"576C-10","USD","576C-10-0","Term. Sto. Amaro","0","81740"
"576C-10","USD","576C-10-1","Metrô Jabaquara","1","81165"
"576M-10","USD","576M-10-0","Pinheiros","0","64843"
"576M-10","USD","576M-10-1","Vl. Clara","1","70398"
"577T-10","USD","577T-10-0","Metrô Ana Rosa","0","80056"
"577T-10","USD","577T-10-1","Jd. Miriam","1","80057"
"5791-10","U__","5791-10-0","Metrô Vergueiro","0","64409"
"5791-10","U__","5791-10-1","Eldorado","1","71824"
"6000-10","USD","6000-10-0","Term. Sto. Amaro","0","82534"
"6000-10","USD","6000-10-1","Term. Parelheiros","1","82535"
"6001-10","USD","6001-10-0","Term. Sto. Amaro","0","81206"
"6001-10","USD","6001-10-1","Term. Capelinha","1","81207"
"6002-10","U__","6002-10-0","Hosp. Pedreira","0","69647"
"6003-10","USD","6003-10-0","Term. Varginha","0","62708"
"6003-10","USD","6003-10-1","Term. Grajaú","1","62563"
"6003-21","USD","6003-21-0","Est. Mendes/vl. Natal","0","79648"
"6006-10","USD","6006-10-0","Shop. Interlagos","0","68278"
"6006-10","USD","6006-10-1","Jd. Herculano","1","68279"
"6007-10","USD","6007-10-0","Term. Sto. Amaro","0","82641"
"6007-10","USD","6007-10-1","Term. Capelinha","1","82642"
"6008-10","USD","6008-10-0","Est. Sto. Amaro/guido Caloi","0","81916"
"6008-10","USD","6008-10-1","Jd. Planalto","1","81917"
"6008-41","U__","6008-41-0","Jd. Copacabana","0","68659"
"6010-10","USD","6010-10-0","Term. Guarapiranga","0","70721"
"6010-10","USD","6010-10-1","Chác. Sta. Maria","1","70722"
"6012-10","USD","6012-10-0","Jd. âNgela","0","81686"
"6012-31","U__","6012-31-0","Jd. âNgela","0","54699"
"6013-10","USD","6013-10-0","Term. Sto. Amaro","0","81258"
"6013-10","USD","6013-10-1","Jd. Nakamura","1","81259"
"6013-21","U__","6013-21-0","Jd. âNgela","0","79150"
"6014-10","USD","6014-10-0","Term. Sto. Amaro","0","81779"
"6014-10","USD","6014-10-1","Term. Jd. Jacira","1","81780"
"6015-10","USD","6015-10-0","Jd. âNgela","0","81690"
"6016-10","USD","6016-10-0","Term. Grajaú","0","62571"
"6016-10","USD","6016-10-1","Jd. Noronha","1","48604"
"6016-41","USD","6016-41-0","Term. Grajaú","0","62572"
"6016-41","USD","6016-41-1","Jd. Porto Velho","1","71807"
"6017-10","USD","6017-10-0","Jd. âNgela","0","81692"
"6019-10","USD","6019-10-0","Jd. Alfredo","0","70620"
"6020-10","U__","6020-10-0","Parelheiros","0","79514"
"6020-51","U__","6020-51-0","Parelheiros","0","79515"
"6021-10","USD","6021-10-0","Jd. Nova Era","0","79516"
"6022-10","USD","6022-10-0","Jd. âNgela","0","79390"
"6026-10","USD","6026-10-0","Term. Sto. Amaro","0","81174"
"6026-10","USD","6026-10-1","Jd. Icaraí","1","81175"
"6027-10","USD","6027-10-0","Term. Sto. Amaro","0","81182"
"6027-10","USD","6027-10-1","Jd. Grauna","1","81183"
"6028-10","USD","6028-10-0","Est. Sto. Amaro/guido Caloi","0","81918"
"6028-10","USD","6028-10-1","Riviera","1","81919"
"6030-10","USD","6030-10-0","Term. Sto. Amaro","0","57441"
"6030-10","USD","6030-10-1","Unisa-campus 1","1","81711"
"6031-10","USD","6031-10-0","Est. Mendes/vl. Natal","0","79842"
"6031-10","USD","6031-10-1","Term. Grajaú","1","79843"
"6034-10","USD","6034-10-0","Term. Grajaú","0","62578"
"6034-10","USD","6034-10-1","Pq. Res. Cocaia","1","79297"
"6035-10","USD","6035-10-0","Sto. Amaro","0","80082"
"6035-10","USD","6035-10-1","Vl. Gilda","1","79249"
"6035-21","US_","6035-21-0","Term. Guarapiranga","0","81609"
"6035-21","US_","6035-21-1","Vl. Gilda","1","81610"
"6036-10","USD","6036-10-0","Term. Capelinha","0","82649"
"6036-10","USD","6036-10-1","Jd. Macedônia","1","82650"
"6036-51","U__","6036-51-0","Hosp. Campo Limpo","0","81469"
"6037-10","USD","6037-10-0","Term. Capelinha","0","82646"
"6039-10","USD","6039-10-0","Sto. Amaro","0","68741"
"6039-10","USD","6039-10-1","Valo Velho","1","82497"
"6039-21","USD","6039-21-0","Cohab Jd. São Bento","0","82660"
"6041-10","USD","6041-10-0","Sto. Amaro","0","52712"
"6041-10","USD","6041-10-1","Jd. Jangadeiro","1","79047"
"6041-21","U__","6041-21-0","Jd. Monte Azul","0","62509"
"6042-10","US_","6042-10-0","Sto. Amaro","0","51461"
"6042-10","US_","6042-10-1","Jd. Três Estrelas","1","82496"
"6042-21","US_","6042-21-0","Ceu Capão Redondo","0","82655"
"6042-21","US_","6042-21-1","Term. Capelinha","1","82656"
"6043-10","USD","6043-10-0","Term. Sto. Amaro","0","81242"
"6043-10","USD","6043-10-1","Jd. Capelinha","1","82420"
"6044-10","USD","6044-10-0","Term. Sto. Amaro","0","81240"
"6044-10","USD","6044-10-1","Jd. D. José","1","81241"
"6045-10","USD","6045-10-0","Sto. Amaro","0","56457"
"6045-10","USD","6045-10-1","Valo Velho","1","68730"
"6045-21","U__","6045-21-0","Term. Capelinha","0","82652"
"6046-10","USD","6046-10-0","Sto. Amaro","0","54837"
"6046-10","USD","6046-10-1","Jd. São Bento Novo","1","54838"
"6047-10","USD","6047-10-0","Sto. Amaro","0","80913"
"6047-10","USD","6047-10-1","Jd. Lídia","1","82421"
"6048-10","USD","6048-10-0","Sto. Amaro","0","73078"
"6048-10","USD","6048-10-1","Capão Redondo","1","78266"
"6049-10","USD","6049-10-0","Sto. Amaro","0","80904"
"6049-10","USD","6049-10-1","Valo Velho","1","82417"
"6050-10","USD","6050-10-0","Term. Grajaú","0","62579"
"6050-10","USD","6050-10-1","Pq. Cocaia","1","79298"
"6051-10","USD","6051-10-0","Term. Varginha","0","48550"
"6051-10","USD","6051-10-1","Jd. Itajaí","1","62712"
"6051-31","U__","6051-31-0","Term. Varginha","0","48552"
"6051-31","U__","6051-31-1","Jd. Itajaí","1","62714"
"6052-10","USD","6052-10-0","Term. Varginha","0","71193"
"6052-10","USD","6052-10-1","Jd. Sete De Setembro","1","71195"
"6052-31","U__","6052-31-0","Term. Varginha","0","48556"
"6052-31","U__","6052-31-1","Jd. Almeida Prado","1","62716"
"6053-10","USD","6053-10-0","Term. Grajaú","0","62580"
"6053-10","USD","6053-10-1","Jd. Ellus","1","79300"
"6055-10","USD","6055-10-0","Shop. Interlagos (via Jd. São Bernardo)","0","79757"
"6056-10","US_","6056-10-0","Term. Grajaú","0","79637"
"6056-10","US_","6056-10-1","Pq. Sta. Cecília","1","79638"
"6057-10","USD","6057-10-0","Term. Grajaú","0","79635"
"6057-10","USD","6057-10-1","Vl. Natal","1","79636"
"6058-10","USD","6058-10-0","Term. Varginha","0","55137"
"6058-10","USD","6058-10-1","Jd. Noronha","1","62717"
"6059-10","USD","6059-10-0","Sto. Amaro","0","65088"
"6059-10","USD","6059-10-1","Jd. Universal","1","71360"
"605A-10","USD","605A-10-0","Metrô Jabaquara","0","65055"
"6061-10","USD","6061-10-0","Term. Grajaú","0","62583"
"6061-10","USD","6061-10-1","Jd. Marilda","1","68743"
"6062-10","USD","6062-10-0","Jd. Castro Alves","0","78179"
"6062-10","USD","6062-10-1","Term. Grajaú","1","78180"
"6062-51","USD","6062-51-0","Term. Sto. Amaro","0","81192"
"6062-51","USD","6062-51-1","Jd. Castro Alves","1","81193"
"6063-10","USD","6063-10-0","Term. Varginha","0","71198"
"6063-10","USD","6063-10-1","Jd. Varginha","1","71199"
"6063-21","U__","6063-21-0","Term. Varginha","0","79264"
"6063-41","USD","6063-41-0","Term. Varginha","0","55191"
"6063-41","USD","6063-41-1","Jd. Novo Marilda","1","62720"
"6063-42","USD","6063-42-0","Term. Varginha","0","55194"
"6063-42","USD","6063-42-1","Chác. Sto. Amaro","1","62721"
"6063-43","USD","6063-43-0","Term. Varginha","0","79100"
"6063-43","USD","6063-43-1","Vl. Da Paz","1","79101"
"6069-10","USD","6069-10-0","Term. Sto. Amaro","0","81190"
"6069-10","USD","6069-10-1","Jd. São Bernardo","1","81191"
"606C-10","USD","606C-10-0","Cantinho Do Céu","0","82256"
"606Y-10","USD","606Y-10-0","Chác. Do Conde","0","81473"
"6071-10","USD","6071-10-0","Term. Sto. Amaro","0","71202"
"6071-10","USD","6071-10-1","Jd. Orion","1","73134"
"6072-10","USD","6072-10-0","Term. Varginha","0","55502"
"6072-10","USD","6072-10-1","Jd. São Nicolau","1","81436"
"6072-21","U__","6072-21-0","Term. Varginha","0","78009"
"6072-23","USD","6072-23-0","Baln. São José","0","62725"
"6073-10","USD","6073-10-0","Term. Varginha","0","79517"
"6073-10","USD","6073-10-1","Jd. Sta. Terezinha","1","79518"
"6074-10","USD","6074-10-0","Est. Jurubatuba","0","55723"
"6074-10","USD","6074-10-1","Jd. Gaivotas","1","71206"
"6075-10","USD","6075-10-0","Term. Varginha","0","79519"
"6075-10","USD","6075-10-1","Jd. Rec. Campo Belo","1","79520"
"6076-10","USD","6076-10-0","Term. Sto. Amaro","0","81176"
"6076-10","USD","6076-10-1","Jd. Progresso","1","81177"
"6076-41","US_","6076-41-0","Term. Sto. Amaro","0","81180"
"6076-41","US_","6076-41-1","Jd. Satélite Ii","1","81181"
"6078-10","USD","6078-10-0","Shop. Interlagos","0","55725"
"6078-10","USD","6078-10-1","Cantinho Do Céu","1","58519"
"607A-10","USD","607A-10-0","Socorro","0","69473"
"607A-10","USD","607A-10-1","Jd. Apurá","1","62949"
"607A-21","U__","607A-21-0","Est. Jurubatuba","0","54456"
"607A-21","U__","607A-21-1","Jd. Apurá","1","54459"
"607C-10","USD","607C-10-0","Itaim Bibi","0","71836"
"607C-10","USD","607C-10-1","Jd. Miriam","1","68491"
"607M-10","US_","607M-10-0","Term. áGua Espraiada","0","70328"
"607M-10","US_","607M-10-1","Term. Grajaú","1","70373"
"6080-10","USD","6080-10-0","Shop. Interlagos","0","80835"
"6080-10","USD","6080-10-1","Jd. Lucélia","1","80845"
"6083-10","USD","6083-10-0","Term. Grajaú","0","71213"
"6083-10","USD","6083-10-1","Jd. Eliana","1","79301"
"6084-10","USD","6084-10-0","Term. Varginha","0","72823"
"6084-10","USD","6084-10-1","Jd. Chác. Do Sol","1","72824"
"6091-10","USD","6091-10-0","Term. Sto. Amaro","0","80830"
"6091-10","USD","6091-10-1","Vargem Grande","1","80831"
"6091-21","U__","6091-21-0","Term. Sto. Amaro","0","78005"
"6091-51","U__","6091-51-0","Term. Sto. Amaro","0","78008"
"6092-10","USD","6092-10-0","Term. Grajaú","0","62739"
"6092-10","USD","6092-10-1","Jd. Das Pedras","1","62740"
"6093-10","USD","6093-10-0","Term. Grajaú","0","73157"
"6093-10","USD","6093-10-1","Vargem Grande","1","73158"
"6099-10","USD","6099-10-0","Divisa De Embu-guaçu","0","80239"
"609F-10","USD","609F-10-0","Term. Princ. Isabel","0","82411"
"609F-10","USD","609F-10-1","Chác. Santana","1","82412"
"609F-21","U__","609F-21-0","Anhangabaú","0","82413"
"609F-21","U__","609F-21-1","Chác. Santana","1","82414"
"609J-10","USD","609J-10-0","Metrô São Judas","0","60769"
"6110-10","USD","6110-10-0","Aeroporto","0","79758"
"6110-10","USD","6110-10-1","Conj. Hab. Palmares","1","79759"
"6115-10","USD","6115-10-0","Term. Grajaú","0","71215"
"6115-10","USD","6115-10-1","Cantinho Do Céu","1","79302"
"6115-41","U__","6115-41-0","Term. Grajaú","0","62589"
"6115-41","U__","6115-41-1","Pq. Res. Dos Lagos","1","79303"
"6116-10","USD","6116-10-0","Term. Grajaú","0","62692"
"6116-10","USD","6116-10-1","Jd. Prainha","1","79764"
"6118-10","USD","6118-10-0","Term. Sto. Amaro","0","73149"
"6118-10","USD","6118-10-1","Jd. Icaraí","1","73150"
"6120-10","USD","6120-10-0","Term. Grajaú","0","62592"
"6120-10","USD","6120-10-1","Jd. Lucélia","1","79305"
"6200-10","USD","6200-10-0","Term. Bandeira","0","81218"
"6200-10","USD","6200-10-1","Term. Sto. Amaro","1","81219"
"6232-10","US_","6232-10-0","Metrô Barra Funda","0","58920"
"6232-10","US_","6232-10-1","Pinheiros/vila Ida ","1","58919"
"6250-10","U__","6250-10-0","Term. Bandeira","0","70766"
"6250-10","U__","6250-10-1","Jd. Jaqueline","1","70767"
"6258-10","USD","6258-10-0","Term. Sto. Amaro","0","81238"
"6258-10","USD","6258-10-1","Jd. São Francisco","1","81239"
"6258-31","USD","6258-31-0","Jd. Ibirapuera","0","79954"
"6258-31","USD","6258-31-1","Jd. Sta. Margarida","1","79958"
